AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
16,PVT,F,GEN,300000,ACCOUNTANT,NO,82,2,NO,8,URBAN,N
18,PVT,F,GEN,259174,ACCOUNTANT,NO,68,1,NO,11,URBAN,N
11,GOVT,M,ST,90960,LABOUR,NO,60,5,YES,4,RURAL,Y
11,GOVT,M,OBC,93599,OTHERS,NO,56,4,YES,5,RURAL,Y
12,GOVT,M,OBC,99411,OTHERS,NO,68,3,YES,4,RURAL,Y
14,GOVT,M,SC,112532,OTHERS,NO,60,1,YES,10,RURAL,Y
17,GOVT,M,OBC,79495,FARMER,NO,72,4,YES,10,RURAL,Y
17,PVT,F,GEN,165796,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
18,GOVT,F,SC,90526,OTHERS,NO,74,3,NO,4,URBAN,N
18,PVT,F,GEN,300000,LABOUR,NO,89,1,NO,9,URBAN,N
13,GOVT,M,SC,59000,TEACHER,NO,55,5,YES,3,URBAN,Y
18,PVT,M,GEN,202831,ACCOUNTANT,NO,81,1,NO,11,RURAL,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
17,PVT,F,GEN,156396,ACCOUNTANT,NO,89,1,NO,11,RURAL,N
14,GOVT,M,GEN,80660,LABOUR,NO,63,5,NO,4,URBAN,Y
12,GOVT,M,ST,76485,LABOUR,NO,57,5,YES,4,RURAL,Y
18,PVT,F,GEN,166530,OTHERS,NO,84,2,NO,11,URBAN,N
17,GOVT,M,OBC,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
13,GOVT,M,OBC,78720,FARMER,YES,62,4,YES,4,RURAL,Y
16,GOVT,F,GEN,143575,BUSINESS,NO,86,2,NO,10,URBAN,N
17,PVT,F,GEN,182878,BUSINESS,YES,84,2,NO,9,URBAN,N
17,PVT,F,GEN,186523,ACCOUNTANT,YES,85,1,NO,9,URBAN,N
16,GOVT,F,GEN,106065,OTHERS,NO,85,3,YES,11,RURAL,N
10,GOVT,M,OBC,131585,FARMER,YES,64,5,YES,5,RURAL,Y
18,PVT,F,GEN,279540,OTHERS,NO,81,3,NO,11,URBAN,N
16,GOVT,F,SC,138136,LABOUR,NO,58,5,YES,4,RURAL,Y
18,GOVT,F,GEN,143703,TEACHER,NO,66,3,YES,10,RURAL,Y
16,PVT,F,GEN,149970,ACCOUNTANT,YES,64,2,NO,10,URBAN,N
17,PVT,F,GEN,281970,BUSINESS,NO,83,1,NO,11,URBAN,N
17,PVT,F,GEN,94383,TEACHER,NO,64,2,NO,10,URBAN,N
10,GOVT,M,ST,71109,LABOUR,YES,78,5,YES,3,RURAL,Y
11,GOVT,M,GEN,59000,OTHERS,NO,78,4,YES,3,RURAL,Y
16,GOVT,F,OBC,104336,ACCOUNTANT,NO,89,2,YES,11,RURAL,Y
13,GOVT,M,OBC,59000,LABOUR,NO,56,4,YES,3,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,86,1,NO,10,URBAN,N
18,GOVT,M,GEN,120791,FARMER,NO,83,2,NO,11,RURAL,Y
17,GOVT,M,OBC,109125,LABOUR,NO,63,4,YES,5,RURAL,Y
12,GOVT,M,SC,97259,LABOUR,NO,75,5,YES,5,RURAL,Y
18,GOVT,M,OBC,130068,FARMER,NO,62,2,NO,10,RURAL,Y
10,GOVT,M,OBC,155136,LABOUR,YES,60,3,NO,3,URBAN,Y
14,GOVT,F,SC,98732,LABOUR,NO,60,5,NO,3,URBAN,Y
15,PVT,M,GEN,135839,TEACHER,NO,73,2,NO,11,RURAL,N
18,PVT,F,GEN,300000,OTHERS,NO,86,1,NO,11,URBAN,N
11,GOVT,M,ST,74414,ACCOUNTANT,YES,77,1,YES,5,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,87,1,NO,9,URBAN,N
12,GOVT,M,OBC,106367,LABOUR,NO,55,4,YES,4,RURAL,Y
10,PVT,M,GEN,59000,LABOUR,NO,57,4,NO,3,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,NO,61,5,YES,4,RURAL,Y
18,GOVT,M,GEN,119744,ACCOUNTANT,YES,75,2,NO,12,RURAL,N
12,GOVT,M,ST,98180,LABOUR,NO,58,5,YES,4,RURAL,Y
11,GOVT,M,ST,93694,LABOUR,NO,76,3,NO,8,RURAL,Y
16,GOVT,M,OBC,139654,OTHERS,NO,78,3,YES,5,RURAL,N
18,GOVT,F,GEN,172629,FARMER,YES,89,4,NO,9,RURAL,N
12,GOVT,M,OBC,98144,LABOUR,NO,55,4,YES,3,RURAL,Y
13,GOVT,M,GEN,124335,ACCOUNTANT,YES,59,3,YES,4,RURAL,Y
12,GOVT,M,ST,59000,FARMER,YES,57,5,YES,3,RURAL,Y
13,GOVT,F,SC,95082,LABOUR,NO,67,4,YES,5,URBAN,N
18,PVT,F,GEN,300000,OTHERS,NO,89,1,YES,11,RURAL,N
14,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
18,PVT,F,GEN,274894,ACCOUNTANT,YES,88,2,NO,9,RURAL,N
12,GOVT,M,OBC,105237,FARMER,NO,64,3,YES,4,RURAL,Y
16,PVT,F,GEN,260890,BUSINESS,NO,80,1,YES,10,RURAL,N
13,GOVT,M,SC,108498,LABOUR,NO,61,2,NO,12,RURAL,Y
14,GOVT,F,GEN,113460,LABOUR,NO,72,1,NO,10,URBAN,Y
18,PVT,F,GEN,254925,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
14,PVT,M,GEN,86475,BUSINESS,YES,86,3,NO,3,URBAN,Y
16,GOVT,F,OBC,131410,OTHERS,NO,66,1,YES,10,RURAL,Y
11,GOVT,M,GEN,101588,LABOUR,YES,71,1,NO,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,88,1,NO,8,URBAN,N
18,GOVT,F,GEN,300000,OTHERS,YES,75,2,NO,9,URBAN,N
16,PVT,F,SC,241422,LABOUR,NO,89,2,YES,3,URBAN,N
18,PVT,F,GEN,274820,TEACHER,NO,88,3,YES,3,RURAL,N
12,GOVT,M,OBC,59000,LABOUR,NO,56,3,YES,4,RURAL,Y
14,GOVT,F,GEN,100190,OTHERS,NO,60,3,NO,3,URBAN,N
16,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,9,URBAN,N
12,GOVT,M,OBC,71851,LABOUR,NO,56,4,NO,3,RURAL,Y
12,GOVT,F,GEN,82286,LABOUR,NO,89,4,NO,3,URBAN,Y
17,PVT,F,GEN,123624,ACCOUNTANT,NO,87,1,NO,9,RURAL,N
18,PVT,F,GEN,105569,ACCOUNTANT,YES,85,1,NO,3,URBAN,Y
17,PVT,F,GEN,128742,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
14,GOVT,F,OBC,86974,FARMER,NO,61,1,YES,6,RURAL,N
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,YES,12,RURAL,N
12,GOVT,M,ST,78605,FARMER,YES,74,5,YES,4,RURAL,Y
18,PVT,F,OBC,239506,BUSINESS,NO,74,2,NO,10,URBAN,N
18,GOVT,F,SC,204935,OTHERS,NO,67,3,YES,12,URBAN,N
13,GOVT,M,GEN,158381,LABOUR,NO,68,3,YES,3,RURAL,N
12,PVT,F,GEN,239016,TEACHER,NO,76,1,YES,7,RURAL,N
18,PVT,F,GEN,264229,ACCOUNTANT,NO,82,1,NO,9,RURAL,N
16,GOVT,M,OBC,137515,ACCOUNTANT,NO,76,1,YES,10,RURAL,Y
12,GOVT,F,OBC,133571,LABOUR,NO,65,1,NO,4,RURAL,N
13,GOVT,M,OBC,59000,LABOUR,NO,69,3,YES,3,RURAL,Y
11,GOVT,M,ST,91328,LABOUR,NO,55,5,NO,3,RURAL,Y
14,GOVT,M,OBC,160544,LABOUR,NO,65,2,NO,4,RURAL,Y
17,PVT,M,GEN,273334,ACCOUNTANT,NO,89,1,NO,11,RURAL,N
18,PVT,F,GEN,239437,BUSINESS,NO,89,2,NO,9,URBAN,N
12,GOVT,F,ST,93061,ACCOUNTANT,NO,75,4,NO,9,URBAN,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,86,1,NO,11,RURAL,N
12,GOVT,M,SC,59000,TEACHER,NO,56,5,NO,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
12,GOVT,F,SC,93486,LABOUR,YES,57,1,NO,3,URBAN,N
17,PVT,F,GEN,208863,OTHERS,NO,89,2,NO,10,RURAL,N
16,PVT,F,GEN,300000,TEACHER,NO,89,2,NO,9,URBAN,N
14,PVT,M,GEN,120032,LABOUR,NO,58,4,YES,8,URBAN,Y
16,GOVT,F,GEN,137793,ACCOUNTANT,YES,64,2,NO,10,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,NO,87,1,NO,9,RURAL,N
17,GOVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,10,URBAN,N
12,GOVT,M,ST,94968,LABOUR,YES,55,5,NO,3,RURAL,Y
14,GOVT,F,ST,135032,OTHERS,NO,89,3,YES,4,RURAL,Y
12,GOVT,M,OBC,59000,LABOUR,NO,60,5,YES,3,RURAL,Y
17,PVT,M,GEN,108162,LABOUR,NO,86,3,NO,10,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,YES,83,1,NO,9,URBAN,N
13,GOVT,F,ST,97545,TEACHER,NO,71,5,NO,3,URBAN,Y
17,PVT,M,GEN,223684,ACCOUNTANT,NO,88,2,NO,9,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,NO,76,2,NO,9,URBAN,N
14,GOVT,M,SC,59000,LABOUR,NO,55,4,YES,5,RURAL,Y
14,GOVT,M,SC,93678,TEACHER,NO,57,3,NO,4,RURAL,Y
17,PVT,F,GEN,259331,OTHERS,YES,83,2,NO,10,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,85,2,NO,9,URBAN,N
12,GOVT,M,GEN,222719,BUSINESS,NO,60,1,NO,11,URBAN,Y
14,GOVT,M,SC,93855,LABOUR,NO,70,4,NO,5,RURAL,Y
18,GOVT,F,SC,90967,LABOUR,NO,64,5,YES,3,URBAN,Y
14,GOVT,M,GEN,141450,LABOUR,NO,55,4,YES,10,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,10,URBAN,N
18,GOVT,F,OBC,202379,BUSINESS,NO,89,1,NO,11,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,86,1,NO,7,URBAN,N
12,GOVT,M,SC,90030,FARMER,NO,64,4,NO,4,RURAL,Y
17,PVT,M,OBC,295016,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
17,PVT,F,GEN,165731,ACCOUNTANT,NO,88,1,NO,10,URBAN,N
12,GOVT,M,ST,118954,LABOUR,NO,56,4,YES,4,RURAL,Y
16,PVT,F,SC,300000,BUSINESS,NO,72,1,NO,9,URBAN,N
18,GOVT,M,GEN,300000,TEACHER,NO,59,4,YES,8,RURAL,Y
18,PVT,F,GEN,300000,OTHERS,NO,89,1,NO,10,RURAL,N
18,GOVT,M,SC,72731,LABOUR,NO,62,2,NO,4,RURAL,Y
14,PVT,F,GEN,139274,LABOUR,NO,61,3,NO,8,URBAN,Y
16,PVT,F,GEN,231535,ACCOUNTANT,NO,86,2,YES,9,RURAL,N
10,GOVT,M,SC,103115,LABOUR,YES,74,1,NO,4,RURAL,Y
12,GOVT,M,SC,123208,LABOUR,NO,55,4,YES,3,RURAL,Y
16,GOVT,M,OBC,83973,BUSINESS,NO,77,1,NO,8,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,80,3,NO,9,RURAL,N
13,GOVT,M,SC,106716,LABOUR,NO,58,5,YES,3,RURAL,Y
18,PVT,F,GEN,167138,BUSINESS,NO,87,1,NO,8,URBAN,N
13,GOVT,M,OBC,120455,LABOUR,YES,70,3,NO,10,RURAL,N
18,PVT,F,GEN,197029,BUSINESS,NO,88,1,NO,8,URBAN,N
18,GOVT,M,OBC,118739,OTHERS,YES,67,2,YES,12,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,NO,57,3,YES,5,RURAL,Y
10,PVT,F,SC,239746,BUSINESS,NO,85,1,NO,10,URBAN,N
18,GOVT,M,SC,130342,LABOUR,NO,74,2,NO,3,URBAN,Y
18,GOVT,M,GEN,300000,OTHERS,NO,89,1,NO,11,RURAL,N
17,PVT,M,GEN,234193,TEACHER,NO,89,2,NO,9,RURAL,N
11,GOVT,M,ST,59000,LABOUR,NO,55,5,YES,3,RURAL,Y
17,PVT,F,GEN,262638,FARMER,NO,87,1,NO,11,RURAL,N
18,PVT,F,GEN,108243,OTHERS,NO,87,2,YES,10,RURAL,Y
15,PVT,F,GEN,299599,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
12,GOVT,M,GEN,119310,LABOUR,NO,66,3,YES,4,RURAL,Y
18,PVT,F,GEN,192254,ACCOUNTANT,YES,89,1,YES,9,URBAN,N
18,PVT,M,GEN,178866,FARMER,NO,67,2,YES,3,RURAL,N
18,PVT,F,GEN,115625,ACCOUNTANT,NO,89,1,NO,7,RURAL,N
18,GOVT,M,GEN,140359,LABOUR,YES,60,1,YES,11,RURAL,Y
17,PVT,F,GEN,222550,BUSINESS,NO,84,1,NO,9,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,YES,82,2,NO,9,URBAN,N
13,GOVT,F,SC,268754,LABOUR,NO,70,3,YES,9,URBAN,N
17,PVT,F,GEN,119014,OTHERS,NO,89,1,NO,10,URBAN,N
12,PVT,M,GEN,287819,TEACHER,NO,84,4,NO,9,RURAL,Y
18,PVT,F,GEN,254013,BUSINESS,NO,85,2,NO,9,URBAN,N
18,PVT,F,GEN,218183,ACCOUNTANT,YES,89,1,NO,10,URBAN,N
14,GOVT,M,ST,93949,TEACHER,NO,61,3,YES,3,RURAL,Y
12,GOVT,M,SC,129177,LABOUR,NO,77,4,YES,5,URBAN,Y
18,PVT,F,GEN,142418,BUSINESS,YES,77,1,NO,10,RURAL,N
17,PVT,M,GEN,217323,BUSINESS,NO,85,1,NO,10,URBAN,N
13,PVT,F,GEN,137469,BUSINESS,NO,64,3,YES,5,RURAL,N
18,PVT,F,GEN,274604,BUSINESS,YES,62,4,NO,8,URBAN,N
17,GOVT,F,GEN,107257,ACCOUNTANT,YES,76,1,NO,3,URBAN,Y
13,GOVT,M,GEN,90139,LABOUR,YES,59,3,NO,3,RURAL,Y
17,GOVT,M,GEN,187107,ACCOUNTANT,YES,89,2,NO,11,RURAL,N
12,GOVT,M,OBC,86019,FARMER,NO,60,5,YES,4,RURAL,Y
17,PVT,M,GEN,274884,LABOUR,NO,77,1,NO,9,RURAL,N
18,GOVT,F,GEN,235960,TEACHER,NO,74,3,YES,7,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
17,PVT,F,GEN,251186,OTHERS,NO,85,2,YES,11,RURAL,N
11,GOVT,M,SC,83355,LABOUR,NO,58,3,YES,4,RURAL,Y
10,GOVT,M,SC,110731,LABOUR,YES,75,5,YES,3,RURAL,Y
14,GOVT,M,ST,87351,LABOUR,NO,65,4,YES,4,RURAL,Y
12,GOVT,M,OBC,62975,TEACHER,NO,60,4,NO,5,RURAL,Y
16,PVT,F,GEN,215487,BUSINESS,NO,85,2,NO,11,RURAL,N
17,PVT,F,GEN,191866,ACCOUNTANT,NO,89,2,NO,9,RURAL,N
15,GOVT,M,OBC,101373,LABOUR,NO,55,4,YES,4,RURAL,Y
18,PVT,F,GEN,105562,LABOUR,NO,86,2,NO,10,RURAL,N
18,PVT,F,GEN,252112,BUSINESS,YES,87,3,NO,10,URBAN,N
18,PVT,F,GEN,210986,FARMER,NO,88,1,NO,9,URBAN,N
18,PVT,F,GEN,124746,ACCOUNTANT,NO,86,1,NO,11,URBAN,N
17,PVT,F,GEN,300000,LABOUR,YES,89,2,NO,9,URBAN,N
15,GOVT,M,SC,64701,OTHERS,NO,58,2,YES,4,RURAL,Y
18,GOVT,F,OBC,121803,TEACHER,NO,64,2,NO,9,URBAN,N
17,GOVT,M,GEN,134883,OTHERS,NO,56,2,YES,5,RURAL,N
12,GOVT,F,OBC,133831,TEACHER,NO,76,3,NO,4,RURAL,N
16,GOVT,M,OBC,108027,OTHERS,NO,62,1,YES,6,RURAL,Y
17,GOVT,M,OBC,111326,OTHERS,NO,66,2,NO,8,RURAL,N
16,PVT,M,GEN,122790,ACCOUNTANT,NO,85,3,NO,4,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,85,2,NO,8,URBAN,N
16,PVT,M,GEN,258087,FARMER,YES,85,1,NO,9,URBAN,N
11,GOVT,M,GEN,81442,LABOUR,NO,55,5,YES,3,RURAL,Y
13,GOVT,M,OBC,114160,FARMER,YES,57,3,NO,5,RURAL,Y
12,GOVT,M,GEN,116947,ACCOUNTANT,NO,72,1,NO,4,RURAL,Y
17,PVT,F,GEN,278899,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
18,PVT,F,GEN,280793,ACCOUNTANT,YES,89,1,NO,11,URBAN,N
9,GOVT,M,SC,101378,LABOUR,NO,74,5,YES,3,RURAL,Y
18,GOVT,F,SC,230697,LABOUR,NO,59,4,NO,3,URBAN,N
12,PVT,F,GEN,127490,TEACHER,NO,84,2,NO,3,URBAN,N
11,GOVT,F,GEN,156019,OTHERS,YES,65,1,NO,4,RURAL,Y
18,PVT,F,GEN,109542,ACCOUNTANT,NO,69,2,NO,10,RURAL,N
13,GOVT,M,GEN,59000,TEACHER,NO,68,3,YES,3,RURAL,Y
15,PVT,M,GEN,160454,ACCOUNTANT,NO,89,1,YES,10,RURAL,Y
15,PVT,F,GEN,214448,BUSINESS,NO,83,1,NO,10,URBAN,N
17,PVT,F,GEN,148591,OTHERS,NO,86,1,NO,9,URBAN,N
13,GOVT,M,OBC,93566,TEACHER,NO,58,5,YES,3,RURAL,Y
17,PVT,F,OBC,189688,OTHERS,NO,78,2,YES,9,RURAL,N
16,PVT,F,GEN,121527,ACCOUNTANT,YES,86,1,NO,9,RURAL,N
16,PVT,M,GEN,188992,BUSINESS,NO,89,1,NO,8,RURAL,Y
14,GOVT,M,SC,63316,LABOUR,NO,55,4,YES,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
11,GOVT,M,SC,96335,LABOUR,NO,55,5,YES,4,RURAL,Y
11,GOVT,M,OBC,103349,LABOUR,NO,56,3,YES,3,RURAL,Y
16,GOVT,F,SC,209753,LABOUR,NO,84,4,YES,12,URBAN,N
15,PVT,F,GEN,246202,OTHERS,NO,89,2,YES,9,URBAN,N
18,PVT,F,GEN,300000,TEACHER,NO,89,1,NO,10,URBAN,N
18,GOVT,F,GEN,300000,BUSINESS,NO,87,1,NO,8,URBAN,N
16,PVT,F,GEN,257483,BUSINESS,NO,89,2,NO,8,URBAN,N
15,GOVT,M,OBC,68899,LABOUR,NO,65,2,YES,5,RURAL,Y
13,GOVT,M,OBC,59000,FARMER,NO,59,2,YES,3,RURAL,Y
16,PVT,F,GEN,201263,ACCOUNTANT,YES,85,3,NO,10,RURAL,N
15,PVT,F,GEN,209000,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
18,GOVT,M,ST,120614,BUSINESS,NO,65,3,NO,3,RURAL,N
11,GOVT,M,OBC,71671,TEACHER,NO,62,4,YES,3,RURAL,Y
17,PVT,F,OBC,278869,BUSINESS,NO,89,2,YES,11,RURAL,N
18,GOVT,M,OBC,63802,OTHERS,NO,76,4,YES,5,RURAL,Y
17,PVT,M,GEN,142943,ACCOUNTANT,NO,89,4,NO,9,URBAN,Y
11,GOVT,M,ST,118674,ACCOUNTANT,NO,77,1,NO,5,RURAL,Y
17,GOVT,F,SC,93605,LABOUR,NO,68,4,YES,4,URBAN,N
12,GOVT,M,GEN,104572,TEACHER,NO,74,5,YES,9,RURAL,Y
11,PVT,M,GEN,102538,OTHERS,YES,76,1,NO,9,URBAN,Y
12,GOVT,M,OBC,72629,LABOUR,YES,55,5,YES,3,RURAL,Y
18,PVT,F,GEN,256374,BUSINESS,NO,89,1,NO,9,URBAN,N
13,GOVT,M,GEN,59000,ACCOUNTANT,YES,64,4,NO,3,RURAL,Y
18,GOVT,M,OBC,121661,FARMER,NO,88,4,YES,9,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,8,URBAN,N
18,PVT,F,GEN,221469,BUSINESS,NO,86,1,NO,9,URBAN,N
15,GOVT,M,GEN,82185,LABOUR,YES,65,3,NO,3,RURAL,Y
17,GOVT,F,GEN,113527,ACCOUNTANT,NO,77,1,NO,3,URBAN,N
15,GOVT,M,SC,68834,FARMER,YES,58,4,YES,3,RURAL,Y
16,PVT,F,GEN,129124,ACCOUNTANT,NO,89,1,NO,9,URBAN,Y
15,GOVT,F,GEN,163965,ACCOUNTANT,YES,87,5,NO,8,RURAL,Y
18,GOVT,F,GEN,84082,OTHERS,NO,64,2,YES,3,RURAL,Y
13,GOVT,F,SC,59000,LABOUR,NO,68,4,YES,4,URBAN,Y
12,PVT,F,OBC,78446,OTHERS,NO,77,2,NO,4,RURAL,N
18,PVT,F,GEN,176253,TEACHER,NO,89,1,NO,10,URBAN,N
15,GOVT,M,OBC,88144,LABOUR,NO,55,5,YES,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,82,2,NO,10,URBAN,N
18,GOVT,M,GEN,159092,FARMER,YES,76,3,NO,10,RURAL,Y
17,GOVT,F,GEN,131011,ACCOUNTANT,NO,63,1,YES,10,RURAL,Y
18,PVT,F,GEN,232452,BUSINESS,YES,83,1,NO,10,URBAN,Y
15,GOVT,M,GEN,76285,LABOUR,NO,62,4,NO,3,RURAL,Y
18,GOVT,M,GEN,184936,TEACHER,YES,84,1,NO,10,URBAN,N
17,PVT,M,GEN,245387,BUSINESS,YES,88,3,NO,9,URBAN,N
17,PVT,F,GEN,133839,ACCOUNTANT,NO,85,1,NO,10,URBAN,N
11,GOVT,M,SC,59000,OTHERS,NO,55,4,NO,3,RURAL,Y
17,PVT,F,GEN,139105,LABOUR,NO,89,2,NO,11,URBAN,N
18,PVT,F,GEN,155262,LABOUR,YES,71,2,NO,9,URBAN,Y
17,PVT,F,GEN,123269,BUSINESS,NO,89,2,NO,8,RURAL,N
15,GOVT,M,SC,95890,LABOUR,NO,55,5,YES,3,RURAL,Y
13,GOVT,M,ST,100903,TEACHER,YES,55,2,YES,4,RURAL,Y
14,GOVT,M,SC,59000,FARMER,YES,59,4,NO,4,URBAN,Y
17,PVT,F,GEN,292623,OTHERS,YES,89,1,NO,8,RURAL,Y
13,GOVT,M,GEN,88327,TEACHER,NO,62,3,YES,3,RURAL,Y
18,PVT,F,GEN,285783,ACCOUNTANT,NO,84,1,NO,11,RURAL,N
12,GOVT,M,OBC,87107,LABOUR,NO,56,3,YES,3,URBAN,Y
12,GOVT,F,GEN,113736,ACCOUNTANT,NO,63,4,YES,3,RURAL,Y
18,PVT,M,GEN,194247,ACCOUNTANT,YES,86,2,NO,9,URBAN,N
12,GOVT,M,ST,68959,LABOUR,NO,58,5,YES,4,RURAL,Y
17,PVT,F,GEN,257416,ACCOUNTANT,NO,89,1,NO,8,RURAL,N
18,GOVT,M,GEN,114897,ACCOUNTANT,YES,83,1,NO,10,URBAN,Y
17,GOVT,M,OBC,190699,LABOUR,NO,89,1,NO,10,RURAL,Y
15,GOVT,F,GEN,99354,OTHERS,NO,74,2,NO,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,11,RURAL,N
15,GOVT,F,SC,70839,LABOUR,NO,64,3,YES,5,URBAN,Y
18,PVT,F,GEN,215122,TEACHER,NO,85,3,NO,9,URBAN,N
14,GOVT,M,SC,129192,LABOUR,NO,67,4,YES,4,RURAL,Y
16,GOVT,M,ST,62418,OTHERS,NO,63,5,YES,4,RURAL,Y
14,GOVT,F,ST,108402,LABOUR,YES,57,3,NO,10,URBAN,Y
18,GOVT,F,GEN,107955,TEACHER,NO,63,1,YES,4,RURAL,N
18,PVT,F,GEN,174272,OTHERS,NO,86,1,YES,10,RURAL,N
11,GOVT,M,GEN,62139,TEACHER,YES,56,4,NO,3,RURAL,Y
12,GOVT,M,OBC,125908,ACCOUNTANT,NO,78,4,YES,3,RURAL,Y
14,GOVT,M,GEN,85269,TEACHER,NO,76,2,NO,9,RURAL,Y
14,GOVT,M,OBC,115289,FARMER,NO,63,4,YES,5,RURAL,Y
16,PVT,F,GEN,126127,BUSINESS,YES,78,1,NO,9,URBAN,Y
17,PVT,F,GEN,111963,ACCOUNTANT,NO,88,1,NO,11,URBAN,N
12,GOVT,F,SC,95316,LABOUR,NO,72,4,YES,4,RURAL,Y
16,PVT,F,GEN,185065,ACCOUNTANT,YES,83,1,NO,9,URBAN,N
14,GOVT,M,SC,59000,LABOUR,NO,65,5,YES,4,RURAL,Y
14,GOVT,F,SC,80596,LABOUR,YES,73,2,YES,3,URBAN,N
18,PVT,F,GEN,234586,OTHERS,NO,88,2,YES,9,RURAL,N
13,GOVT,M,OBC,59000,TEACHER,NO,61,4,YES,4,RURAL,Y
12,GOVT,M,SC,67456,LABOUR,NO,60,4,YES,5,RURAL,Y
17,GOVT,M,GEN,146113,OTHERS,NO,57,3,NO,3,RURAL,Y
14,GOVT,M,GEN,119641,FARMER,NO,56,5,NO,4,RURAL,Y
11,GOVT,M,OBC,74944,FARMER,YES,59,4,YES,4,RURAL,Y
12,GOVT,M,OBC,129784,BUSINESS,YES,65,2,YES,3,RURAL,N
18,PVT,M,GEN,183091,TEACHER,NO,79,1,NO,12,RURAL,N
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
13,GOVT,M,OBC,83640,LABOUR,NO,76,5,YES,4,RURAL,Y
18,PVT,F,GEN,135588,ACCOUNTANT,YES,81,1,NO,9,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,8,URBAN,N
13,GOVT,M,GEN,120828,LABOUR,NO,65,1,NO,4,RURAL,Y
15,GOVT,F,GEN,113203,LABOUR,NO,67,3,YES,4,RURAL,Y
17,GOVT,M,OBC,63434,OTHERS,NO,64,2,YES,5,RURAL,Y
18,PVT,F,SC,293640,BUSINESS,NO,77,5,NO,8,URBAN,N
16,GOVT,M,GEN,125631,TEACHER,NO,59,4,YES,11,RURAL,Y
18,PVT,F,GEN,300000,OTHERS,NO,89,1,NO,8,URBAN,N
17,PVT,F,GEN,246208,BUSINESS,NO,86,1,NO,10,URBAN,N
18,PVT,F,GEN,211142,LABOUR,NO,80,1,NO,10,RURAL,N
17,GOVT,M,GEN,62933,FARMER,NO,89,5,YES,4,RURAL,Y
12,GOVT,M,ST,65832,FARMER,NO,60,5,YES,3,RURAL,Y
14,GOVT,M,SC,116509,FARMER,NO,74,2,NO,12,RURAL,Y
17,GOVT,M,GEN,189101,OTHERS,NO,62,2,YES,10,RURAL,Y
11,GOVT,M,OBC,72869,LABOUR,NO,55,4,YES,3,RURAL,Y
14,GOVT,F,GEN,126544,LABOUR,NO,76,3,NO,3,RURAL,Y
17,GOVT,F,GEN,128663,OTHERS,NO,70,2,NO,12,URBAN,N
14,GOVT,M,GEN,173262,LABOUR,NO,67,5,NO,3,URBAN,Y
